Contact ID,Account ID,Previous Stage,New Funnel Stage,Stage Entered Date,Stage Exit Date,Opportunity ID
0ec307e0,6d201c0d,Customer,SQL,2025-05-05,2025-05-05,
0ec307e0,6d201c0d,SQL,Opportunity,2025-05-05,2025-05-05,
f5b56c42,aaaab2d2,Subscriber,Lead,2025-01-05,2025-02-08,
f5b56c42,aaaab2d2,Lead,SQL,2025-04-08,2025-05-04,
85c7793c,5137e13a,Subscriber,Lead,2024-12-27,2025-03-07,
85c7793c,5137e13a,Lead,Customer,2025-04-02,2025-04-22,
85c7793c,5137e13a,Customer,SQL,2025-05-01,2025-05-04,
8b0aa4a6,5f9ee867,Subscriber,Lead,2025-02-27,2025-03-22,
8b0aa4a6,5f9ee867,Lead,SQL,2025-04-06,2025-04-18,
8b0aa4a6,5f9ee867,SQL,MQL,2025-05-04,2025-05-04,
8b0aa4a6,5f9ee867,MQL,Customer,2025-05-05,2025-05-05,
8b0aa4a6,5f9ee867,Customer,Closed Lost,2025-05-05,2025-05-05,
987686b7,d51023c0,Subscriber,MQL,2025-03-24,2025-04-13,
987686b7,d51023c0,MQL,Opportunity,2025-04-20,2025-04-26,
0c1091ae,3023fae9,Subscriber,SQL,2025-02-01,2025-03-02,
0c1091ae,3023fae9,SQL,Customer,2025-04-10,2025-04-17,
0c1091ae,3023fae9,Customer,Closed Lost,2025-04-28,2025-04-30,
0c1091ae,3023fae9,Closed Lost,Lead,2025-05-02,2025-05-04,
0e584e83,be899c5c,Subscriber,Closed Lost,2025-03-16,2025-04-14,
0e584e83,be899c5c,Closed Lost,Customer,2025-04-25,2025-05-01,
0e584e83,be899c5c,Customer,Opportunity,2025-05-04,2025-05-04,
0e584e83,be899c5c,Opportunity,MQL,2025-05-04,2025-05-05,
0e584e83,be899c5c,MQL,SQL,2025-05-05,2025-05-05,
8ea12bb3,f35e785a,Subscriber,Lead,2025-04-22,2025-04-26,
8ea12bb3,f35e785a,Lead,Closed Lost,2025-04-30,2025-05-01,
8ea12bb3,f35e785a,Closed Lost,Customer,2025-05-05,2025-05-05,
8ea12bb3,f35e785a,Customer,MQL,2025-05-05,2025-05-05,
f1dcd8b0,6e23703c,Subscriber,MQL,2025-01-26,2025-02-13,
f1dcd8b0,6e23703c,MQL,Customer,2025-02-26,2025-04-12,
f1dcd8b0,6e23703c,Customer,Opportunity,2025-04-27,2025-05-02,
f1dcd8b0,6e23703c,Opportunity,Closed Lost,2025-05-04,2025-05-04,
f1dcd8b0,6e23703c,Closed Lost,Lead,2025-05-04,2025-05-05,
09fddb91,a0b3d808,Subscriber,Closed Lost,2025-03-27,2025-04-11,
09fddb91,a0b3d808,Closed Lost,MQL,2025-04-23,2025-04-25,
09fddb91,a0b3d808,MQL,Lead,2025-04-27,2025-04-27,
09fddb91,a0b3d808,Lead,Customer,2025-04-27,2025-04-29,
0e1098d7,073873c6,Subscriber,MQL,2025-02-03,2025-02-28,
0e1098d7,073873c6,MQL,Opportunity,2025-03-09,2025-03-18,
0e1098d7,073873c6,Opportunity,Customer,2025-03-26,2025-03-26,
8462fa77,1cdf7757,Subscriber,Lead,2025-04-24,2025-04-30,
8462fa77,1cdf7757,Lead,Closed Lost,2025-05-02,2025-05-03,
9ec4349a,41737b66,Subscriber,Opportunity,2025-04-03,2025-04-18,
9ec4349a,41737b66,Opportunity,SQL,2025-04-18,2025-04-18,
9ec4349a,41737b66,SQL,Closed Lost,2025-05-04,2025-05-04,
9ec4349a,41737b66,Closed Lost,MQL,2025-05-04,2025-05-04,
9ec4349a,41737b66,MQL,Customer,2025-05-04,2025-05-04,
6503f3b1,3e9892ce,Subscriber,Opportunity,2025-01-02,2025-04-07,
6503f3b1,3e9892ce,Opportunity,Closed Lost,2025-04-07,2025-04-26,
6503f3b1,3e9892ce,Closed Lost,Customer,2025-05-02,2025-05-02,
17e7028f,e10cd5b6,Subscriber,MQL,2025-04-20,2025-05-03,
17e7028f,e10cd5b6,MQL,SQL,2025-05-04,2025-05-05,
bcf4429f,97b14047,Subscriber,Customer,2025-04-04,2025-04-25,
bcf4429f,97b14047,Customer,Opportunity,2025-04-28,2025-04-29,
bcf4429f,97b14047,Opportunity,Lead,2025-04-30,2025-05-01,
bcf4429f,97b14047,Lead,MQL,2025-05-03,2025-05-05,
bcf4429f,97b14047,MQL,Closed Lost,2025-05-05,2025-05-05,
41af5587,cfb8ed03,Subscriber,Lead,2025-04-04,2025-04-30,
41af5587,cfb8ed03,Lead,MQL,2025-05-04,2025-05-05,
41af5587,cfb8ed03,MQL,SQL,2025-05-05,2025-05-05,
c8a2fe59,96309b70,Subscriber,MQL,2025-01-31,2025-03-31,
c8a2fe59,96309b70,MQL,Opportunity,2025-04-03,2025-04-15,
da9263a7,d9f81a67,Subscriber,MQL,2025-03-01,2025-04-11,
da9263a7,d9f81a67,MQL,Customer,2025-05-02,2025-05-05,
da9263a7,d9f81a67,Customer,Closed Lost,2025-05-05,2025-05-05,
da9263a7,d9f81a67,Closed Lost,Lead,2025-05-05,2025-05-05,
48a25d04,f76de9d0,Subscriber,Opportunity,2025-03-02,2025-04-02,3bff89f3
48a25d04,f76de9d0,Opportunity,MQL,2025-04-26,2025-04-26,
48a25d04,f76de9d0,MQL,Customer,2025-04-27,2025-05-04,
48a25d04,f76de9d0,Customer,SQL,2025-05-04,2025-05-04,
48a25d04,f76de9d0,SQL,Closed Lost,2025-05-04,2025-05-05,
3afbb111,9d5957f5,Subscriber,MQL,2025-01-30,2025-02-02,
3afbb111,9d5957f5,MQL,Opportunity,2025-04-30,2025-05-02,
3afbb111,9d5957f5,Opportunity,Customer,2025-05-05,2025-05-05,
3afbb111,9d5957f5,Customer,Lead,2025-05-05,2025-05-05,
3afbb111,9d5957f5,Lead,Closed Lost,2025-05-05,2025-05-05,
237b09a3,bab52106,Subscriber,Closed Lost,2025-01-26,2025-04-02,
237b09a3,bab52106,Closed Lost,Customer,2025-05-04,2025-05-05,
04a2e2b0,28f78d4b,Subscriber,MQL,2025-01-31,2025-02-22,
04a2e2b0,28f78d4b,MQL,SQL,2025-04-17,2025-04-25,
04a2e2b0,28f78d4b,SQL,Customer,2025-04-28,2025-05-05,
04a2e2b0,28f78d4b,Customer,Closed Lost,2025-05-05,2025-05-05,
04a2e2b0,28f78d4b,Closed Lost,Lead,2025-05-05,2025-05-05,
e92958c6,d1bf5cdd,Subscriber,Closed Lost,2025-04-26,2025-05-01,
e92958c6,d1bf5cdd,Closed Lost,MQL,2025-05-05,2025-05-05,
e92958c6,d1bf5cdd,MQL,Customer,2025-05-05,2025-05-05,
81f05ecf,8434fcce,Subscriber,SQL,2025-02-02,2025-03-22,
81f05ecf,8434fcce,SQL,Opportunity,2025-04-19,2025-04-20,
81f05ecf,8434fcce,Opportunity,Closed Lost,2025-04-26,2025-04-28,
81f05ecf,8434fcce,Closed Lost,Lead,2025-05-02,2025-05-05,
81f05ecf,8434fcce,Lead,Customer,2025-05-05,2025-05-05,
434de64d,6a481f95,Subscriber,Closed Lost,2025-04-28,2025-04-30,
434de64d,6a481f95,Closed Lost,SQL,2025-04-30,2025-05-01,
434de64d,6a481f95,SQL,MQL,2025-05-02,2025-05-03,
434de64d,6a481f95,MQL,Customer,2025-05-03,2025-05-03,
434de64d,6a481f95,Customer,Lead,2025-05-03,2025-05-04,
560647b0,a5cf66dd,Subscriber,MQL,2025-03-10,2025-04-25,
560647b0,a5cf66dd,MQL,Lead,2025-05-05,2025-05-05,
560647b0,a5cf66dd,Lead,SQL,2025-05-05,2025-05-05,
560647b0,a5cf66dd,SQL,Customer,2025-05-05,2025-05-05,
6.98E+08,448e1b9f,Subscriber,SQL,2025-03-13,2025-04-09,
6.98E+08,448e1b9f,SQL,MQL,2025-04-20,2025-04-30,
6.98E+08,448e1b9f,MQL,Opportunity,2025-05-01,2025-05-01,
6.98E+08,448e1b9f,Opportunity,Closed Lost,2025-05-02,2025-05-02,
6.98E+08,448e1b9f,Closed Lost,Customer,2025-05-02,2025-05-04,
4fe01879,416dc63a,Subscriber,Lead,2025-01-10,2025-02-07,
4fe01879,416dc63a,Lead,Opportunity,2025-03-20,2025-04-11,
4fe01879,416dc63a,Opportunity,Customer,2025-04-14,2025-04-19,
e10e56b6,c5eedcc4,Subscriber,Customer,2025-03-18,2025-04-14,
e10e56b6,c5eedcc4,Customer,MQL,2025-04-28,2025-04-29,
e10e56b6,c5eedcc4,MQL,SQL,2025-05-04,2025-05-04,
7.53E+10,a55e4670,Subscriber,Customer,2025-02-05,2025-02-09,
7.53E+10,a55e4670,Customer,Opportunity,2025-02-27,2025-03-22,
7.53E+10,a55e4670,Opportunity,SQL,2025-04-21,2025-04-30,
acedf925,60ea318f,Subscriber,Customer,2024-12-10,2025-05-04,
acedf925,60ea318f,Customer,Lead,2025-05-05,2025-05-05,
acedf925,60ea318f,Lead,Opportunity,2025-05-05,2025-05-05,
acedf925,60ea318f,Opportunity,MQL,2025-05-05,2025-05-05,
0e3bfb8f,46d7b721,Subscriber,Closed Lost,2025-02-06,2025-03-26,
0e3bfb8f,46d7b721,Closed Lost,SQL,2025-04-25,2025-04-28,
0e3bfb8f,46d7b721,SQL,MQL,2025-04-30,2025-05-03,
0e3bfb8f,46d7b721,MQL,Opportunity,2025-05-03,2025-05-05,
0e3bfb8f,46d7b721,Opportunity,Lead,2025-05-05,2025-05-05,
90006f47,45baa99f,Subscriber,SQL,2025-04-10,2025-05-05,
90006f47,45baa99f,SQL,Customer,2025-05-05,2025-05-05,
90006f47,45baa99f,Customer,Closed Lost,2025-05-05,2025-05-05,
3b1038a9,108fc476,Subscriber,Opportunity,2025-02-11,2025-04-27,
3b1038a9,108fc476,Opportunity,Closed Lost,2025-05-04,2025-05-05,
7df77b36,e4ed2df5,Subscriber,Customer,2025-04-30,2025-05-04,
7df77b36,e4ed2df5,Customer,Lead,2025-05-04,2025-05-04,
7df77b36,e4ed2df5,Lead,SQL,2025-05-04,2025-05-04,
7df77b36,e4ed2df5,SQL,Opportunity,2025-05-04,2025-05-04,
7df77b36,e4ed2df5,Opportunity,Closed Lost,2025-05-05,2025-05-05,
015ffede,308a98e4,Subscriber,Customer,2025-01-20,2025-02-07,
015ffede,308a98e4,Customer,SQL,2025-04-07,2025-04-19,
015ffede,308a98e4,SQL,Closed Lost,2025-04-20,2025-05-01,
d94f6e22,c886b319,Subscriber,Lead,2025-02-17,2025-04-12,
d94f6e22,c886b319,Lead,Customer,2025-05-02,2025-05-03,
d94f6e22,c886b319,Customer,MQL,2025-05-03,2025-05-03,
e96c7942,d1cf7bb1,Subscriber,SQL,2025-03-28,2025-04-05,
e96c7942,d1cf7bb1,SQL,Customer,2025-04-21,2025-04-27,
e96c7942,d1cf7bb1,Customer,Lead,2025-05-05,2025-05-05,
e96c7942,d1cf7bb1,Lead,Closed Lost,2025-05-05,2025-05-05,
9c0c8eab,cfb062b6,Subscriber,Customer,2025-02-28,2025-03-29,
9c0c8eab,cfb062b6,Customer,Lead,2025-05-01,2025-05-01,
9c0c8eab,cfb062b6,Lead,Opportunity,2025-05-02,2025-05-05,
1ba6da91,c4f2b963,Subscriber,MQL,2025-04-04,2025-04-26,
1ba6da91,c4f2b963,MQL,Lead,2025-05-02,2025-05-02,
6a6fedc7,56514704,Subscriber,Customer,2025-02-23,2025-03-31,
6a6fedc7,56514704,Customer,Lead,2025-04-12,2025-05-01,
6a6fedc7,56514704,Lead,MQL,2025-05-04,2025-05-04,
6a6fedc7,56514704,MQL,SQL,2025-05-04,2025-05-05,
cc9b1ac4,95dc7b4b,Subscriber,Opportunity,2025-02-07,2025-03-25,
cc9b1ac4,95dc7b4b,Opportunity,Closed Lost,2025-05-01,2025-05-03,
cc9b1ac4,95dc7b4b,Closed Lost,Lead,2025-05-03,2025-05-04,
384f8383,7caf891b,Subscriber,SQL,2025-01-11,2025-02-07,
384f8383,7caf891b,SQL,Opportunity,2025-03-12,2025-04-15,
384f8383,7caf891b,Opportunity,MQL,2025-05-04,2025-05-04,
384f8383,7caf891b,MQL,Closed Lost,2025-05-04,2025-05-05,
384f8383,7caf891b,Closed Lost,Customer,2025-05-05,2025-05-05,
ae0d595e,e7aeda1c,Subscriber,Closed Lost,2025-01-16,2025-03-08,
ae0d595e,e7aeda1c,Closed Lost,Opportunity,2025-05-05,2025-05-05,
da6324a3,58c3c36f,Subscriber,Closed Lost,2025-04-19,2025-04-19,
da6324a3,58c3c36f,Closed Lost,SQL,2025-04-26,2025-04-30,
da6324a3,58c3c36f,SQL,Opportunity,2025-04-30,2025-05-04,
a31d0382,bd6a6f67,Subscriber,Lead,2025-02-26,2025-04-18,
a31d0382,bd6a6f67,Lead,SQL,2025-04-20,2025-04-30,
a31d0382,bd6a6f67,SQL,MQL,2025-05-02,2025-05-04,
a31d0382,bd6a6f67,MQL,Closed Lost,2025-05-05,2025-05-05,
a31d0382,bd6a6f67,Closed Lost,Opportunity,2025-05-05,2025-05-05,
6e6034a6,5d5b4bb7,Subscriber,MQL,2025-04-19,2025-04-28,
6e6034a6,5d5b4bb7,MQL,Lead,2025-04-30,2025-05-03,
6e6034a6,5d5b4bb7,Lead,Customer,2025-05-04,2025-05-04,
e2463164,95d2bcea,Subscriber,Lead,2025-04-07,2025-04-14,
e2463164,95d2bcea,Lead,MQL,2025-04-27,2025-05-03,
e2463164,95d2bcea,MQL,Customer,2025-05-03,2025-05-03,
524a46e2,6b835817,Subscriber,Customer,2025-04-17,2025-04-28,
524a46e2,6b835817,Customer,MQL,2025-05-01,2025-05-05,
ee03183d,a884a2e0,Subscriber,MQL,2025-01-08,2025-04-14,
ee03183d,a884a2e0,MQL,SQL,2025-04-20,2025-04-29,
ee03183d,a884a2e0,SQL,Customer,2025-04-29,2025-04-29,
ee03183d,a884a2e0,Customer,Lead,2025-04-30,2025-04-30,
060663c3,d883a6f6,Subscriber,SQL,2025-01-06,2025-04-25,
060663c3,d883a6f6,SQL,Customer,2025-04-28,2025-05-03,
060663c3,d883a6f6,Customer,Lead,2025-05-05,2025-05-05,
060663c3,d883a6f6,Lead,MQL,2025-05-05,2025-05-05,
060663c3,d883a6f6,MQL,Opportunity,2025-05-05,2025-05-05,
8ad1db05,dba44c53,Subscriber,MQL,2025-03-10,2025-03-24,
8ad1db05,dba44c53,MQL,Closed Lost,2025-04-16,2025-04-26,
9343aef5,19dee3da,Subscriber,MQL,2025-01-02,2025-03-30,
9343aef5,19dee3da,MQL,Opportunity,2025-04-05,2025-04-25,
9343aef5,19dee3da,Opportunity,Customer,2025-05-04,2025-05-05,
9343aef5,19dee3da,Customer,Lead,2025-05-05,2025-05-05,
9343aef5,19dee3da,Lead,Closed Lost,2025-05-05,2025-05-05,
c806a1aa,21c12051,Subscriber,Lead,2025-04-21,2025-05-02,
c806a1aa,21c12051,Lead,Customer,2025-05-05,2025-05-05,
93d5e33c,b52292a1,Subscriber,MQL,2024-12-19,2025-03-20,
93d5e33c,b52292a1,MQL,SQL,2025-04-27,2025-05-01,
93d5e33c,b52292a1,SQL,Lead,2025-05-04,2025-05-05,
93d5e33c,b52292a1,Lead,Customer,2025-05-05,2025-05-05,
0d8c045b,068ea263,Subscriber,Lead,2025-04-17,2025-04-23,
0d8c045b,068ea263,Lead,Opportunity,2025-04-23,2025-04-26,
0d8c045b,068ea263,Opportunity,Customer,2025-05-05,2025-05-05,
339b9e61,a1329a3e,Subscriber,Customer,2025-03-22,2025-04-04,
339b9e61,a1329a3e,Customer,Lead,2025-05-01,2025-05-02,
4f7eb3c3,5d618c16,Subscriber,MQL,2025-04-21,2025-04-21,
4f7eb3c3,5d618c16,MQL,Lead,2025-04-30,2025-05-04,
013267bf,9de6fe8e,Subscriber,Closed Lost,2025-01-12,2025-04-26,
013267bf,9de6fe8e,Closed Lost,MQL,2025-05-04,2025-05-04,
013267bf,9de6fe8e,MQL,SQL,2025-05-05,2025-05-05,
013267bf,9de6fe8e,SQL,Lead,2025-05-05,2025-05-05,
013267bf,9de6fe8e,Lead,Opportunity,2025-05-05,2025-05-05,
f49772f9,d86b8fe8,Subscriber,Opportunity,2024-12-29,2025-04-10,
f49772f9,d86b8fe8,Opportunity,MQL,2025-05-05,2025-05-05,
f49772f9,d86b8fe8,MQL,Customer,2025-05-05,2025-05-05,
f49772f9,d86b8fe8,Customer,SQL,2025-05-05,2025-05-05,
f49772f9,d86b8fe8,SQL,Closed Lost,2025-05-05,2025-05-05,
31610a57,ca6ba256,Subscriber,Opportunity,2024-12-31,2025-02-16,
31610a57,ca6ba256,Opportunity,MQL,2025-03-26,2025-04-03,
31610a57,ca6ba256,MQL,Lead,2025-04-13,2025-04-17,
4a336790,07f084ae,Subscriber,Closed Lost,2025-04-20,2025-05-01,
4a336790,07f084ae,Closed Lost,Lead,2025-05-03,2025-05-03,
4a336790,07f084ae,Lead,SQL,2025-05-05,2025-05-05,
4a336790,07f084ae,SQL,MQL,2025-05-05,2025-05-05,
4a336790,07f084ae,MQL,Customer,2025-05-05,2025-05-05,
2552a61e,6912100b,Subscriber,Opportunity,2025-01-22,2025-04-23,
2552a61e,6912100b,Opportunity,Customer,2025-05-04,2025-05-05,
d4541e16,448e0c5a,Subscriber,Opportunity,2025-02-20,2025-02-23,
d4541e16,448e0c5a,Opportunity,Customer,2025-03-26,2025-04-30,
d4541e16,448e0c5a,Customer,Closed Lost,2025-05-01,2025-05-01,
d4541e16,448e0c5a,Closed Lost,MQL,2025-05-02,2025-05-04,
d4541e16,448e0c5a,MQL,SQL,2025-05-04,2025-05-05,
fbaaf4bd,1fb2dc17,Subscriber,Lead,2025-02-05,2025-03-29,
fbaaf4bd,1fb2dc17,Lead,Opportunity,2025-05-02,2025-05-05,
e47b865b,1664dd65,Subscriber,Opportunity,2025-04-02,2025-04-21,
e47b865b,1664dd65,Opportunity,MQL,2025-04-30,2025-05-02,
e47b865b,1664dd65,MQL,SQL,2025-05-05,2025-05-05,
bd2555ed,f0e03c22,Subscriber,Customer,2025-01-06,2025-04-11,
bd2555ed,f0e03c22,Customer,Closed Lost,2025-04-12,2025-04-29,
bd2555ed,f0e03c22,Closed Lost,Lead,2025-04-29,2025-05-04,
bd2555ed,f0e03c22,Lead,SQL,2025-05-04,2025-05-05,
c1d92913,bef22c46,Subscriber,Lead,2025-02-18,2025-04-19,
c1d92913,bef22c46,Lead,SQL,2025-05-01,2025-05-04,
b9ce7f64,6bb0b75f,Subscriber,Lead,2025-05-05,2025-05-05,
b9ce7f64,6bb0b75f,Lead,Opportunity,2025-05-05,2025-05-05,
b9ce7f64,6bb0b75f,Opportunity,Customer,2025-05-05,2025-05-05,
b9ce7f64,6bb0b75f,Customer,MQL,2025-05-05,2025-05-05,
a934aadd,c84c6831,Subscriber,Opportunity,2025-03-09,2025-03-18,
a934aadd,c84c6831,Opportunity,Lead,2025-04-12,2025-04-27,
a934aadd,c84c6831,Lead,SQL,2025-04-29,2025-04-30,
3b8237a7,7eb59101,Subscriber,MQL,2025-01-30,2025-04-27,
3b8237a7,7eb59101,MQL,Closed Lost,2025-04-30,2025-05-05,
fec8353f,0711970d,Subscriber,Customer,2025-04-15,2025-05-04,
fec8353f,0711970d,Customer,Opportunity,2025-05-05,2025-05-05,
fec8353f,0711970d,Opportunity,SQL,2025-05-05,2025-05-05,
fec8353f,0711970d,SQL,Lead,2025-05-05,2025-05-05,
fec8353f,0711970d,Lead,MQL,2025-05-05,2025-05-05,
603e7343,c59dc31d,Subscriber,Lead,2025-03-24,2025-04-13,
603e7343,c59dc31d,Lead,MQL,2025-04-15,2025-04-26,
603e7343,c59dc31d,MQL,Customer,2025-05-01,2025-05-03,
8c88143a,fe3151bf,Subscriber,SQL,2025-02-16,2025-03-03,
8c88143a,fe3151bf,SQL,Customer,2025-04-28,2025-04-29,
8c88143a,fe3151bf,Customer,Lead,2025-04-30,2025-05-01,
8c88143a,fe3151bf,Lead,MQL,2025-05-03,2025-05-04,
a50c5c7c,6ae280e9,Subscriber,MQL,2025-05-03,2025-05-04,
a50c5c7c,6ae280e9,MQL,Lead,2025-05-05,2025-05-05,
a50c5c7c,6ae280e9,Lead,Opportunity,2025-05-05,2025-05-05,
a50c5c7c,6ae280e9,Opportunity,SQL,2025-05-05,2025-05-05,
64577ff4,13149522,Subscriber,Lead,2025-01-26,2025-04-17,
64577ff4,13149522,Lead,MQL,2025-05-01,2025-05-01,
64577ff4,13149522,MQL,Opportunity,2025-05-05,2025-05-05,
661f235d,30c22a7c,Subscriber,Opportunity,2025-04-25,2025-05-03,
661f235d,30c22a7c,Opportunity,Customer,2025-05-03,2025-05-03,
661f235d,30c22a7c,Customer,SQL,2025-05-04,2025-05-05,
661f235d,30c22a7c,SQL,Lead,2025-05-05,2025-05-05,
855aae57,68f1e444,Subscriber,SQL,2025-04-28,2025-05-01,
855aae57,68f1e444,SQL,Customer,2025-05-05,2025-05-05,
855aae57,68f1e444,Customer,MQL,2025-05-05,2025-05-05,
855aae57,68f1e444,MQL,Lead,2025-05-05,2025-05-05,
9da13151,167a3859,Subscriber,Closed Lost,2025-03-12,2025-04-13,
9da13151,167a3859,Closed Lost,Customer,2025-04-15,2025-05-03,
9da13151,167a3859,Customer,Opportunity,2025-05-05,2025-05-05,
9da13151,167a3859,Opportunity,Lead,2025-05-05,2025-05-05,
9da13151,167a3859,Lead,SQL,2025-05-05,2025-05-05,
164b9d47,3238aff4,Subscriber,Closed Lost,2025-02-24,2025-03-04,
164b9d47,3238aff4,Closed Lost,Lead,2025-03-17,2025-04-15,
164b9d47,3238aff4,Lead,SQL,2025-04-27,2025-05-01,
164b9d47,3238aff4,SQL,Customer,2025-05-01,2025-05-04,
164b9d47,3238aff4,Customer,Opportunity,2025-05-04,2025-05-04,
a2c08a8b,b0f8d0e3,Subscriber,Closed Lost,2025-04-11,2025-04-15,
a2c08a8b,b0f8d0e3,Closed Lost,MQL,2025-04-23,2025-04-27,
a2c08a8b,b0f8d0e3,MQL,Opportunity,2025-04-29,2025-05-01,
a2c08a8b,b0f8d0e3,Opportunity,SQL,2025-05-05,2025-05-05,
a2c08a8b,b0f8d0e3,SQL,Customer,2025-05-05,2025-05-05,
c454b07d,4bb8074f,Subscriber,Opportunity,2025-03-23,2025-03-27,
c454b07d,4bb8074f,Opportunity,SQL,2025-04-23,2025-04-27,
c454b07d,4bb8074f,SQL,Customer,2025-05-01,2025-05-03,
d6c1f458,f3f70892,Subscriber,Lead,2025-01-23,2025-02-16,
d6c1f458,f3f70892,Lead,MQL,2025-04-23,2025-04-25,
d6c1f458,f3f70892,MQL,Customer,2025-05-05,2025-05-05,
d6c1f458,f3f70892,Customer,SQL,2025-05-05,2025-05-05,
3acb0e79,5483d387,Subscriber,Closed Lost,2025-04-29,2025-05-03,
3acb0e79,5483d387,Closed Lost,MQL,2025-05-03,2025-05-04,
eabed70e,5f5738cf,Subscriber,Lead,2025-01-27,2025-04-23,
eabed70e,5f5738cf,Lead,Opportunity,2025-04-23,2025-04-27,
4282a66f,4941d423,Subscriber,Lead,2025-03-16,2025-04-08,
4282a66f,4941d423,Lead,Customer,2025-04-25,2025-04-29,
4282a66f,4941d423,Customer,MQL,2025-05-05,2025-05-05,
e53f4fba,835064c4,Subscriber,Customer,2025-02-18,2025-04-02,
e53f4fba,835064c4,Customer,Opportunity,2025-04-08,2025-04-29,
e53f4fba,835064c4,Opportunity,Lead,2025-05-01,2025-05-01,
e53f4fba,835064c4,Lead,SQL,2025-05-01,2025-05-02,
709faa83,34696f6f,Subscriber,Lead,2025-02-23,2025-04-16,
709faa83,34696f6f,Lead,SQL,2025-04-22,2025-04-30,
709faa83,34696f6f,SQL,Opportunity,2025-04-30,2025-05-04,
709faa83,34696f6f,Opportunity,Closed Lost,2025-05-04,2025-05-05,
709faa83,34696f6f,Closed Lost,MQL,2025-05-05,2025-05-05,
b0fd6246,f1e4e097,Subscriber,Customer,2025-03-26,2025-04-25,
b0fd6246,f1e4e097,Customer,MQL,2025-05-01,2025-05-04,
9d949524,b91ee98f,Subscriber,SQL,2025-04-09,2025-04-30,
9d949524,b91ee98f,SQL,MQL,2025-05-05,2025-05-05,
9d949524,b91ee98f,MQL,Opportunity,2025-05-05,2025-05-05,
ebc5a8c1,c8c514b9,Subscriber,Customer,2025-03-14,2025-03-31,
ebc5a8c1,c8c514b9,Customer,SQL,2025-04-18,2025-05-01,
bc5dd9a3,b01960b6,Subscriber,SQL,2025-02-08,2025-03-10,
bc5dd9a3,b01960b6,SQL,Closed Lost,2025-04-30,2025-04-30,
bc5dd9a3,b01960b6,Closed Lost,Lead,2025-05-02,2025-05-04,
bc5dd9a3,b01960b6,Lead,Opportunity,2025-05-05,2025-05-05,
bc5dd9a3,b01960b6,Opportunity,MQL,2025-05-05,2025-05-05,
08c97b39,d1d50531,Subscriber,Opportunity,2025-02-25,2025-03-17,
08c97b39,d1d50531,Opportunity,Closed Lost,2025-03-18,2025-03-21,
08c97b39,d1d50531,Closed Lost,Lead,2025-04-02,2025-04-29,
08c97b39,d1d50531,Lead,MQL,2025-05-03,2025-05-04,
b5c26f4c,45489910,Subscriber,Customer,2025-04-05,2025-05-04,
b5c26f4c,45489910,Customer,MQL,2025-05-05,2025-05-05,
b61f2723,bfc5740a,Subscriber,Closed Lost,2025-02-05,2025-03-07,
b61f2723,bfc5740a,Closed Lost,Customer,2025-04-30,2025-05-03,
13de2226,8d967e53,Subscriber,Closed Lost,2025-04-06,2025-04-19,
13de2226,8d967e53,Closed Lost,Lead,2025-04-29,2025-05-03,
13de2226,8d967e53,Lead,Customer,2025-05-03,2025-05-03,
8f25fc02,60d952f3,Subscriber,Closed Lost,2025-01-11,2025-02-06,
8f25fc02,60d952f3,Closed Lost,Opportunity,2025-03-17,2025-04-02,
8f25fc02,60d952f3,Opportunity,SQL,2025-04-23,2025-05-03,
8f25fc02,60d952f3,SQL,Customer,2025-05-04,2025-05-05,
e93e1411,7c80c8e4,Subscriber,Opportunity,2025-01-11,2025-04-02,
e93e1411,7c80c8e4,Opportunity,Lead,2025-05-02,2025-05-04,
e93e1411,7c80c8e4,Lead,MQL,2025-05-04,2025-05-05,
e93e1411,7c80c8e4,MQL,Customer,2025-05-05,2025-05-05,
e93e1411,7c80c8e4,Customer,SQL,2025-05-05,2025-05-05,
796913fb,f1eafc59,Subscriber,Lead,2025-05-04,2025-05-04,
796913fb,f1eafc59,Lead,Closed Lost,2025-05-05,2025-05-05,
796913fb,f1eafc59,Closed Lost,Customer,2025-05-05,2025-05-05,
796913fb,f1eafc59,Customer,SQL,2025-05-05,2025-05-05,
099b991a,5be7204c,Subscriber,SQL,2024-12-07,2025-03-24,
099b991a,5be7204c,SQL,Lead,2025-04-02,2025-04-19,
099b991a,5be7204c,Lead,MQL,2025-04-23,2025-05-03,
099b991a,5be7204c,MQL,Opportunity,2025-05-05,2025-05-05,
ea5c4f0d,44e1e4ca,Subscriber,SQL,2025-01-21,2025-04-08,
ea5c4f0d,44e1e4ca,SQL,Opportunity,2025-04-27,2025-05-01,
ea5c4f0d,44e1e4ca,Opportunity,MQL,2025-05-02,2025-05-03,
ea5c4f0d,44e1e4ca,MQL,Lead,2025-05-05,2025-05-05,
ea5c4f0d,44e1e4ca,Lead,Closed Lost,2025-05-05,2025-05-05,
fb5cbf27,66a12c22,Subscriber,SQL,2025-02-07,2025-03-19,
fb5cbf27,66a12c22,SQL,Closed Lost,2025-04-28,2025-04-28,
fb5cbf27,66a12c22,Closed Lost,Customer,2025-04-28,2025-05-05,
fb5cbf27,66a12c22,Customer,Opportunity,2025-05-05,2025-05-05,
5d82cda4,3df870a7,Subscriber,Opportunity,2025-03-31,2025-04-25,
5d82cda4,3df870a7,Opportunity,SQL,2025-04-25,2025-04-27,
5d82cda4,3df870a7,SQL,Lead,2025-05-04,2025-05-04,
